make_name,make_name_normalized,model_name,model_name_normalized,model_year,trim_name,trim_name_normalized,body_type_raw,body_type_normalized,transmission_raw,transmission_normalized,msrp_base_candidate,source_row_count,source_mmr_median,source_sellingprice_median,source_vin_sample,placeholder_image_url,needs_enrichment,enrichment_missing_fields,selection_status,selection_reason,variant_sort_order,fuel_type,engine,drivetrain,doors,seats,horsepower,cylinders,engine_displacement_cc,transmission_detail,mpg_city,mpg_highway,mpg_combined,body_class_refined,compare_confidence_notes,enrichment_status,enrichment_confidence,source_used,match_key_used,enrichment_notes,ready_for_import
Ford,ford,F-150,f-150,2011,XLT,xlt,SuperCrew,pickup,automatic,Automatic,21400,1059,21400.0,21000,1ftfw1et6bfa97576,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Full-size pickup benchmark with strong row count and trim spread.,2,Gasoline,3.5L V6 Coupe or Conv.,Four-Wheel Drive (4x4),,,,6.0,3500.0,Automatic 6-spd,19,30,23,Pickup,Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,medium,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN decode aligned on make/year with partial trim/model ambiguity Seats not available from the structured VIN sample. Trim-level alignment is good enough for review but should be spot-checked before import.,True
Ford,ford,F-150,f-150,2014,XLT,xlt,SuperCrew,pickup,automatic,Automatic,26850,916,26850.0,26000,1ftew1cm2eke19939,/placeholders/catalog/pickup.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Full-size pickup benchmark with strong row count and trim spread.,3,Gasoline,3.7L V6 Coupe or Conv.,Two-Wheel Drive (4x2),,,302.0,6.0,3700.0,Automatic 6-spd,19,30,23,Pickup,Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,medium,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN decode aligned on make/year with partial trim/model ambiguity Seats not available from the structured VIN sample. Trim-level alignment is good enough for review but should be spot-checked before import.,True
Ford,ford,Focus,focus,2013,SE,se,Sedan,sedan,automatic,Automatic,10850,3136,10850.0,10600,1fadp3f22dl152962,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Popular compact with enough volume to support 1-3 representative variants.,1,Gasoline,2.0L I4 SIDI,Front-Wheel Drive,4.0,,160.0,4.0,2000.0,Automatic (AM6),27,36,30,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Ford,ford,Focus,focus,2014,SE,se,Sedan,sedan,automatic,Automatic,12250,2458,12250.0,12000,1fadp3f21el242265,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Popular compact with enough volume to support 1-3 representative variants.,2,Gasoline,2.0L I4 SIDI,Front-Wheel Drive,4.0,,160.0,4.0,2000.0,Automatic (AM6),27,36,30,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Ford,ford,Focus,focus,2012,SE,se,Sedan,sedan,automatic,Automatic,9500,1440,9500.0,9200,1fahp3f20cl115957,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Popular compact with enough volume to support 1-3 representative variants.,3,Gasoline,2.0L I4 SIDI,Front-Wheel Drive,4.0,,160.0,4.0,2000.0,Automatic (AM6),27,37,31,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Ford,ford,Fusion,fusion,2013,SE,se,Sedan,sedan,automatic,Automatic,14250,2826,14250.0,13800,3fa6p0hr8dr166979,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,High-volume sedan with strong pricing signal and representative trims.,1,Gasoline,1.6L I4 Turbo SIDI,Front-Wheel Drive,4.0,,,4.0,1600.0,Automatic (S6),23,35,27,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Ford,ford,Fusion,fusion,2014,SE,se,Sedan,sedan,automatic,Automatic,15000,2377,15000.0,14800,1fa6p0h71e5397368,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,High-volume sedan with strong pricing signal and representative trims.,2,Gasoline,2.5L I4,Front-Wheel Drive,4.0,,175.0,4.0,2500.0,Automatic (S6),22,33,26,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Ford,ford,Fusion,fusion,2012,SE,se,Sedan,sedan,automatic,Automatic,10350,1910,10350.0,10000,3fahp0ha8cr441199,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,High-volume sedan with strong pricing signal and representative trims.,3,Hybrid,2.5L I4,Front-Wheel Drive,4.0,,175.0,4.0,2500.0,Automatic (variable gear ratios),41,35,38,Sedan/Saloon,Fuel type grounded as Hybrid. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Ford,ford,Fusion Hybrid,fusion-hybrid,2014,SE,se,Sedan,sedan,automatic,Automatic,16950,211,16950.0,17400,3fa6p0lu0er152247,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Hybrid-branded model name makes it a good candidate for later enriched compare workflows.,1,Gasoline,2.0L I4 Turbo SIDI,All-Wheel Drive,4.0,,141.0,4.0,2000.0,Automatic (S6),22,31,25,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as All-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Ford,ford,Fusion Hybrid,fusion-hybrid,2013,SE,se,Sedan,sedan,automatic,Automatic,16050,169,16050.0,15200,3fa6p0lu0dr171945,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Hybrid-branded model name makes it a good candidate for later enriched compare workflows.,2,Hybrid,2.0L I4,Front-Wheel Drive,4.0,,185.0,4.0,2000.0,Automatic (variable gear ratios),43,39,41,Sedan/Saloon,Fuel type grounded as Hybrid. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Ford,ford,Fusion Hybrid,fusion-hybrid,2014,Titanium,titanium,Sedan,sedan,automatic,Automatic,20350,136,20350.0,20200,3fa6p0ru0er279233,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Hybrid-branded model name makes it a good candidate for later enriched compare workflows.,3,Gasoline,2.0L I4 Turbo SIDI,All-Wheel Drive,4.0,,141.0,4.0,2000.0,Automatic (S6),22,31,25,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as All-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
GMC,gmc,Acadia,acadia,2012,Denali,denali,SUV,suv,automatic,Automatic,28900,185,28900.0,29000,1gkkrted5cj251160,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Family crossover that strengthens three-row SUV coverage.,1,Gasoline,3.6L V6 SIDI,Front-Wheel Drive,4.0,,,6.0,3600.0,Automatic 6-spd,17,24,19,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
GMC,gmc,Acadia,acadia,2008,SLT-1,slt 1,SUV,suv,automatic,Automatic,11050,158,11050.0,10650,1gker23708j302804,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Family crossover that strengthens three-row SUV coverage.,2,Gasoline,3.6L V6,Front-Wheel Drive,4.0,,,6.0,3600.0,Automatic 6-spd (CLKUP),16,24,19,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
GMC,gmc,Acadia,acadia,2012,SLT-1,slt 1,SUV,suv,automatic,Automatic,23300,153,23300.0,22900,1gkkrred1cj125526,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Family crossover that strengthens three-row SUV coverage.,3,Gasoline,3.6L V6 SIDI,Front-Wheel Drive,4.0,,,6.0,3600.0,Automatic 6-spd,17,24,19,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Honda,honda,Accord,accord,2012,SE,se,Sedan,sedan,automatic,Automatic,13200,1039,13200.0,13300,1hgcp2f60ca108862,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Well-known midsize sedan with reliable price coverage across trims and years.,1,Gasoline,2.4L I4,Front-Wheel Drive,4.0,,177.0,4.0,2359.0,Automatic 5-speed,22,32,26,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Honda,honda,Accord,accord,2012,LX,lx,Sedan,sedan,automatic,Automatic,12200,827,12200.0,12300,1hgcp2f31ca064246,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Well-known midsize sedan with reliable price coverage across trims and years.,2,Gasoline,2.4L I4,Front-Wheel Drive,4.0,,177.0,4.0,2359.0,Automatic 5-speed,22,32,26,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Honda,honda,Accord,accord,2012,EX-L,ex l,Sedan,sedan,automatic,Automatic,14700,389,14700.0,14700,1hgcp2f81ca112212,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Well-known midsize sedan with reliable price coverage across trims and years.,3,Gasoline,2.4L I4,Front-Wheel Drive,4.0,,190.0,4.0,2400.0,Automatic 5-speed,22,32,26,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Honda,honda,CR-V,cr-v,2012,EX-L,ex l,SUV,suv,automatic,Automatic,20300,312,20300.0,20300,2hkrm4h73ch614262,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact SUV benchmark with marketplace relevance.,1,Gasoline,2.4L I4,Four-Wheel Drive (4x4),5.0,,185.0,4.0,2354.0,Automatic 5-speed,23,30,26,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Honda,honda,CR-V,cr-v,2012,EX,ex,SUV,suv,automatic,Automatic,17950,275,17950.0,17900,2hkrm4h52ch606877,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact SUV benchmark with marketplace relevance.,2,Gasoline,2.4L I4,Four-Wheel Drive (4x4),5.0,,185.0,4.0,2354.0,Automatic 5-speed,23,30,26,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Honda,honda,CR-V,cr-v,2013,LX,lx,SUV,suv,automatic,Automatic,17350,159,17350.0,17400,2hkrm3h31dh520986,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact SUV benchmark with marketplace relevance.,3,Gasoline,2.4L I4,Two-Wheel Drive (4x2),5.0,,185.0,4.0,2354.0,Automatic 5-speed,23,30,26,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Honda,honda,Civic,civic,2012,LX,lx,Sedan,sedan,automatic,Automatic,11000,1739,11000.0,10900,19xfb2f53ce321836,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact benchmark with strong volume and practical trim diversity.,1,Gasoline,1.8L I4,Front-Wheel Drive,4.0,,140.0,4.0,1802.0,Automatic 5-speed,28,38,31,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Honda,honda,Civic,civic,2012,EX,ex,Sedan,sedan,automatic,Automatic,12100,640,12100.0,12000,19xfb2f88ce322328,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact benchmark with strong volume and practical trim diversity.,2,Gasoline,1.8L I4,Front-Wheel Drive,4.0,,140.0,4.0,1802.0,Automatic 5-speed,28,38,31,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Honda,honda,Civic,civic,2013,LX,lx,Sedan,sedan,automatic,Automatic,13150,381,13150.0,13000,2hgfb2f50dh595972,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact benchmark with strong volume and practical trim diversity.,3,Gasoline,1.8L I4,Front-Wheel Drive,4.0,,140.0,4.0,1802.0,Automatic 5-speed,28,39,32,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Honda,honda,Odyssey,odyssey,2012,EX,ex,Minivan,mpv,automatic,Automatic,18200,406,18200.0,18000,5fnrl5h42cb009565,/placeholders/catalog/mpv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,High-recognition minivan with strong buyer relevance.,1,Gasoline,3.5L V6,Front-Wheel Drive,5.0,,248.0,6.0,3474.0,Automatic 5-speed,18,27,21,Minivan,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Honda,honda,Odyssey,odyssey,2012,EX-L,ex l,Minivan,mpv,automatic,Automatic,22200,358,22200.0,21900,5fnrl5h60cb007623,/placeholders/catalog/mpv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,High-recognition minivan with strong buyer relevance.,2,Gasoline,3.5L V6,Front-Wheel Drive,5.0,,248.0,6.0,3474.0,Automatic 5-speed,18,27,21,Minivan,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Honda,honda,Odyssey,odyssey,2007,EX-L,ex l,Minivan,mpv,automatic,Automatic,7238,228,7238.0,6900,5fnrl38697b428718,/placeholders/catalog/mpv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,High-recognition minivan with strong buyer relevance.,3,Gasoline,3.5L V6,Front-Wheel Drive,5.0,,244.0,6.0,3471.0,Automatic 5-speed,16,23,18,Minivan,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Hyundai,hyundai,Elantra,elantra,2013,GLS,gls,Sedan,sedan,automatic,Automatic,11250,2894,11250.0,11200,5npdh4ae0dh176261,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact sedan with broad year coverage and clean model identity.,1,Gasoline,1.8L 4-cyl,Front-Wheel Drive,4.0,,,4.0,1800.0,Automatic 6-spd,28,38,32,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Hyundai,hyundai,Elantra,elantra,2012,GLS,gls,Sedan,sedan,automatic,Automatic,10500,647,10500.0,10500,kmhdh4ae7cu320534,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact sedan with broad year coverage and clean model identity.,2,Gasoline,1.8L 4-cyl,Front-Wheel Drive,4.0,,,4.0,1800.0,Automatic 6-spd,28,38,32,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Hyundai,hyundai,Elantra,elantra,2014,SE,se,Sedan,sedan,automatic,Automatic,13100,579,13100.0,12700,5npdh4ae0eh480594,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Compact sedan with broad year coverage and clean model identity.,3,Gasoline,1.8L 4-cyl SIDI,Front-Wheel Drive,4.0,,,4.0,1800.0,Automatic 6-spd,24,32,27,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Hyundai,hyundai,Santa Fe,santa-fe,2013,Sport,sport,SUV,suv,automatic,Automatic,17300,173,17300.0,17200,5xyzu3lb8dg085180,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Midsize SUV with enough clean rows for seed review.,1,Gasoline,2.4L 4-cyl SIDI,Two-Wheel Drive (4x2),4.0,,,4.0,2400.0,Automatic 6-spd,21,29,24,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Two-Wheel Drive (4x2). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Hyundai,hyundai,Santa Fe,santa-fe,2010,GLS,gls,SUV,suv,automatic,Automatic,10050,101,10050.0,9900,5nmsg3ab0ah333502,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Midsize SUV with enough clean rows for seed review.,2,Gasoline,2.4L 4-cyl,Front-Wheel Drive,4.0,,,4.0,2359.0,Automatic 6-spd,20,28,23,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Hyundai,hyundai,Santa Fe,santa-fe,2005,GLS,gls,SUV,suv,automatic,Automatic,3300,98,3300.0,2900,km8sc13e85u957064,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Midsize SUV with enough clean rows for seed review.,3,Gasoline,3.5L 6-cyl V6,Front-Wheel Drive,4.0,,,6.0,3500.0,Automatic 5-spd (CMODE CLKUP),16,22,18,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Hyundai,hyundai,Sonata,sonata,2013,GLS,gls,Sedan,sedan,automatic,Automatic,12250,1683,12250.0,12100,5npeb4ac1dh522340,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Midsize sedan with strong row count and practical price coverage.,1,Gasoline,2.4L 4-cyl SIDI,Front-Wheel Drive,4.0,,,4.0,2400.0,Automatic 6-spd,24,34,27,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Hyundai,hyundai,Sonata,sonata,2012,GLS,gls,Sedan,sedan,automatic,Automatic,11700,1030,11700.0,11600,5npeb4ac2ch373418,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Midsize sedan with strong row count and practical price coverage.,2,Gasoline,2.4L 4-cyl SIDI,Front-Wheel Drive,4.0,,,4.0,2400.0,Automatic 6-spd,24,34,27,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Hyundai,hyundai,Sonata,sonata,2014,GLS,gls,Sedan,sedan,automatic,Automatic,13900,615,13900.0,13400,5npeb4ac2eh869161,/placeholders/catalog/sedan.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Midsize sedan with strong row count and practical price coverage.,3,Gasoline,1.6L 4-cyl SIDI,Front-Wheel Drive,4.0,,,4.0,1600.0,Automatic 6-spd,24,34,27,Sedan/Saloon,Fuel type grounded as Gasoline. Drivetrain grounded as Front-Wheel Drive. MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Jeep,jeep,Grand Cherokee,grand-cherokee,2012,Laredo,laredo,SUV,suv,automatic,Automatic,22800,602,22800.0,22500,1c4rjfag0cc170896,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Popular midsize SUV with clear brand positioning.,1,Flex Fuel,3.6L 6-cyl FFV,Four-Wheel Drive (4x4),4.0,,283.0,6.0,3600.0,Automatic 5-spd,17,23,19,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Flex Fuel. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Jeep,jeep,Grand Cherokee,grand-cherokee,2014,Limited,limited,SUV,suv,automatic,Automatic,31150,526,31150.0,31000,1c4rjfbg9ec559540,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Popular midsize SUV with clear brand positioning.,2,Gasoline,3.6L 6-cyl FFV,Four-Wheel Drive (4x4),4.0,,,6.0,3600.0,Automatic 8-spd,17,25,20,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Jeep,jeep,Grand Cherokee,grand-cherokee,2011,Laredo,laredo,SUV,suv,automatic,Automatic,19775,304,19775.0,19450,1j4rr4gg2bc589880,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Popular midsize SUV with clear brand positioning.,3,Gasoline,3.6L 6-cyl FFV,Four-Wheel Drive (4x4),4.0,,,6.0,3600.0,Automatic 5-spd,16,22,18,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
Jeep,jeep,Wrangler,wrangler,2014,Unlimited Sahara,unlimited sahara,SUV,suv,automatic,Automatic,30600,232,30600.0,30400,1c4bjweg2el280590,/placeholders/catalog/suv.svg,True,"engine,drivetrain,fuel_type,seats,doors",selected,Lifestyle/off-road SUV that improves body-style diversity.,1,Gasoline,3.6L 6-cyl,Four-Wheel Drive (4x4),4.0,,,6.0,3600.0,Automatic 5-spd,16,20,18,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),Fuel type grounded as Gasoline. Drivetrain grounded as Four-Wheel Drive (4x4). MPG data matched from EPA structured records.,enriched,high,NHTSA vPIC VIN decode; EPA FuelEconomy vehicles.csv,epa_match,VIN exact + EPA structured match Seats not available from the structured VIN sample.,True
